FUENTE,AÑO,MES,DIA,ARTE_PESCA,TIPO,PUERTO,EMBARCACION,MATRICULA,CB,LONGITUD,LATITUD,ESPECIE_CAPTURA,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,Total general
SEGUIMIENTO,2020,12,14,CERCO,ARTESANAL,,ALICIA III,IO-22759-BM,20,-72.87,-17.44,9500,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,15,21,14,8,5,1,,,,,,,,,,,,,,,,,,,,,,75
SEGUIMIENTO,2009,8,28,CERCO,ARTESANAL,MOLLENDO                                                    ,ALICIA III                                                                                                              ,IO-22759 -BM,14.55,,,7200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,13,9,6,16,8,2,6,4,0,0,2,0,0,0,0,0,80
SEGUIMIENTO,2010,3,24,CERCO,ARTESANAL,ATICO                                                       ,ALICIA IV                                                                                                               ,IO-22764 -BM,24.08,,,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,12,19,30,26,14,9,6,2,0,0,0,0,0,127
BITACORAS,2009,9,14,BOLICHE ARTESANAL DE CONSUMO HUMANO,ARTESANAL,LA PLANCHADA,ALICIA IV                                                                                                               ,IO 22764 BM,24.08,NA,NA,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,3,6,3,0,4,8,11,6,2,2,4,3,3,1,4,5,0,0,0,0,0,73
SEGUIMIENTO,2020,1,16,CERCO,ARTESANAL,,ALICIA IV / VILCA III                                       ,IO-22764-BM,24.08,-72.02527778,-17.28388889,9500,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,5,8,15,19,4,2,1,1,2,3,1,0,1,1,1,,,,,,,,,,,,,,65
SEGUIMIENTO,2019,4,4,CORTINA,ARTESANAL,PUCUSANA,ALLISON ISABEL,CO-28621-BM,5.67,-77.66666667,-12.83333333,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,6,6,5,8,6,3,2,3,1,,,,,,,,,,,,,,45
SEGUIMIENTO,1997,8,1,CERCO,INDUSTRIAL,SALAVERRY                                                   ,ALMIRANTE GRAU                                                                                                          ,PL-10379-CM,33,,,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,8,7,3,4,7,12,2,0,0,0,0,0,0,0,0,0,0,0,57
SEGUIMIENTO,1998,6,6,CERCO,INDUSTRIAL,SALAVERRY                                                   ,ALMIRANTE GUISE II                                                                                                      ,PL-2271-CM,34.2,,,2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,2,4,1,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
SEGUIMIENTO,1998,7,4,CERCO,INDUSTRIAL,SALAVERRY                                                   ,ALMIRANTE GUISE II                                                                                                      ,PL-2271-CM,34.2,,,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,14,13,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
SEGUIMIENTO,1998,7,6,CERCO,INDUSTRIAL,SALAVERRY                                                   ,ALMIRANTE GUISE II                                                                                                      ,PL-2271-CM,34.2,,,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,3,7,7,9,11,12,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
